,ID,Segment,WC,WPS,BigWords,emopos,emoneg,anxiete,colère,tristesse,cognition,perspicacite,cause,divergence,tentative,certitude,inhibition,inclusion,exclusion,perception,remplisseur,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD
52,UPS02,1,462,17.11,24.03,2.6,2.6,0.0,0.0,0.87,19.91,4.11,3.9,0.43,1.95,2.81,0.65,11.47,1.3,1.3,0,0.583333333333333,0.166666666666667,0.0301075268817204,14,0.285714285714286,0.0416666666666667,0.907692307692308,0.843137254901961,1.10169491525424,1.18604651162791,0,0.375,0.375,6.95833333333333,0,3.83333333333333,4.16666666666667,71.625,0.256906077348066,0.0138121546961326,0.0276243093922652,0.0359116022099448,0.0718232044198895,0.171270718232044,0.0911602209944751,0,0.19060773480663,0.0027624309392265,0.0276243093922652,0,0.591160220994475,0.5,0.151933701657459,0.157458563535912,0,0.0138121546961326,0,0,0.154205607476636,0.121495327102804,0.275700934579439,0.434579439252336,1.16981132075472,0.289719626168224,72.5283018867925,6.02197234661504,0.113636363636364,0.416666666666667,0.021505376344086,0.416666666666667,0.021505376344086,0,0,0,0,0.0568181818181818,0.0279569892473118,0.426286793259569,0.602860564488219,0.417605623034504,55.6081003336785
54,GRE11,1,585,12.72,26.15,4.62,2.56,1.2,0.17,0.51,19.83,2.56,1.88,1.03,2.22,1.54,0.34,9.74,4.27,1.54,0,0.511111111111111,0.0888888888888889,0.0393162393162393,23,0.173913043478261,0.0444444444444444,0.904761904761905,0.92156862745098,1.10526315789474,1.08510638297872,0,0.355555555555556,0.466666666666667,3.93333333333333,0,4.31111111111111,5.2,79.3333333333333,0.256410256410256,0.0106837606837607,0.0256410256410256,0.0534188034188034,0.0747863247863248,0.121794871794872,0.108974358974359,0,0.200854700854701,0.0042735042735042,0.0256410256410256,0,0.561965811965812,0.547008547008547,0.153846153846154,0.111111111111111,0,0.0106837606837607,0,0,0.193916349809886,0.133079847908745,0.326996197718631,0.456273764258555,1.23913043478261,0.216730038022814,70.6304347826087,5.94266080062663,0.104347826086957,0.266666666666667,0.0205128205128205,0.266666666666667,0.0205128205128205,0,0,0,0,0.0434782608695652,0.0222222222222222,0.380058475033046,0.53748384988657,0.40255894724282,39.2719957081545
55,CFE11,1,520,17.33,24.04,4.62,1.35,0.19,0.38,0.58,16.35,2.69,1.92,1.15,1.92,1.35,0.58,9.81,3.08,1.15,0,0.642857142857143,0.107142857142857,0.0338983050847458,18,0.166666666666667,0.0357142857142857,0.960526315789474,0.872340425531915,1.04109589041096,1.14634146341463,0,0.5,0.571428571428571,7.14285714285714,0,4.78571428571429,6.46428571428571,87.75,0.229268292682927,0.0121951219512195,0.0341463414634146,0.0463414634146341,0.0707317073170732,0.170731707317073,0.109756097560976,0,0.202439024390244,0.0024390243902439,0.0341463414634146,0,0.580487804878049,0.529268292682927,0.134146341463415,0.151219512195122,0,0.0195121951219512,0,0,0.189075630252101,0.121848739495798,0.310924369747899,0.394957983193277,1.27272727272727,0.294117647058824,89.0909090909091,6.67423812471915,0.157303370786517,0.5,0.0263653483992467,0.5,0.0263653483992467,0,0,0,0,0.0561797752808989,0.0263653483992467,0.429601488352551,0.607548251243845,0.420582855681421,49.6164893617021
56,SPC08,1,477,11.93,26.83,2.31,0.63,0.0,0.21,0.0,19.92,2.1,2.52,1.05,3.14,1.89,0.84,10.69,2.52,2.31,0,0.41025641025641,0.0512820512820513,0.0334728033472803,16,0.125,0.0256410256410256,0.916666666666667,0.836734693877551,1.09090909090909,1.19512195121951,0,0.17948717948718,0.230769230769231,3.28205128205128,0,3.48717948717949,4.51282051282051,59.3333333333333,0.262210796915167,0.0051413881748072,0.0282776349614396,0.0411311053984576,0.06426735218509,0.159383033419023,0.0694087403598972,0,0.218508997429306,0.0,0.0282776349614396,0,0.555269922879177,0.51413881748072,0.15681233933162,0.138817480719794,0,0.0205655526992288,0,0,0.125,0.115740740740741,0.240740740740741,0.472222222222222,1.19230769230769,0.287037037037037,73.9230769230769,6.07960018928371,0.11,0.282051282051282,0.0230125523012552,0.282051282051282,0.0230125523012552,0,0,0,0,0.02,0.0271966527196653,0.420450047779548,0.594606159870253,0.41573925303805,38.9965250355394
57,ALS09,1,502,14.34,24.3,3.78,0.8,0.0,0.2,0.4,19.72,4.78,2.79,1.79,2.99,2.59,0.8,7.77,3.19,2.19,0,0.441176470588235,0.117647058823529,0.028735632183908,15,0.266666666666667,0.0,0.986666666666667,0.777777777777778,1.01351351351351,1.28571428571429,0,0.205882352941176,0.294117647058824,4.82352941176471,0,4.38235294117647,5.35294117647059,69.8823529411765,0.253846153846154,0.0153846153846154,0.0333333333333333,0.0384615384615385,0.058974358974359,0.194871794871795,0.0641025641025641,0,0.223076923076923,0.0076923076923076,0.0333333333333333,0,0.571794871794872,0.492307692307692,0.125641025641026,0.184615384615385,0,0.0102564102564103,0,0,0.112107623318386,0.103139013452915,0.2152466367713,0.443946188340807,1.2258064516129,0.340807174887892,93.1612903225806,6.82500147701745,0.139784946236559,0.382352941176471,0.024904214559387,0.382352941176471,0.024904214559387,0,0,0,0,0.0645161290322581,0.024904214559387,0.402339899383612,0.568994542392131,0.409889039556577,58.1542553191489
60,HES06,1,388,16.87,26.8,1.8,1.55,0.26,0.52,0.26,21.13,4.64,2.32,1.29,0.52,1.29,0.77,12.11,1.8,3.87,0,0.727272727272727,0.0909090909090909,0.0417754569190601,16,0.125,0.0,0.967213114754098,0.918918918918919,1.03389830508475,1.08823529411765,0,0.545454545454545,0.636363636363636,5.18181818181818,0,4.31818181818182,5.09090909090909,60.3181818181818,0.303448275862069,0.0379310344827586,0.0379310344827586,0.0586206896551724,0.0758620689655172,0.137931034482759,0.0620689655172414,0,0.175862068965517,0.0,0.0379310344827586,0,0.579310344827586,0.482758620689655,0.148275862068966,0.106896551724138,0,0.0310344827586207,0,0,0.107142857142857,0.130952380952381,0.238095238095238,0.523809523809524,1.14285714285714,0.238095238095238,45.7142857142857,4.78091443733757,0.142857142857143,0.5,0.0287206266318538,0.5,0.0287206266318538,0,0,0,0,0.142857142857143,0.0339425587467363,0.469709092794451,0.664268969399875,0.431226339812581,42.5555555555556
62,PES05,1,436,13.21,25.23,3.44,1.38,0.23,0.23,0.23,20.64,2.52,1.15,2.75,2.75,2.52,0.23,8.94,3.44,2.29,0,0.733333333333333,0.166666666666667,0.0483516483516484,22,0.227272727272727,0.0,0.955223880597015,0.852941176470588,1.046875,1.17241379310345,0,0.266666666666667,0.3,5.1,0,2.96666666666667,3.56666666666667,66.0666666666667,0.23728813559322,0.0169491525423729,0.0310734463276836,0.0621468926553672,0.0706214689265537,0.138418079096045,0.124293785310734,0,0.194915254237288,0.0,0.0310734463276836,0,0.570621468926554,0.553672316384181,0.141242937853107,0.121468926553672,0,0.0169491525423729,0,0,0.217821782178218,0.123762376237624,0.341584158415842,0.415841584158416,1.4,0.242574257425743,68.6,5.85662018573853,0.141025641025641,0.366666666666667,0.0241758241758242,0.366666666666667,0.0241758241758242,0,0,0,0,0.0769230769230769,0.0285714285714286,0.430945803685667,0.609449400220044,0.419089005302161,53.7152777777778
63,BOD03,1,450,15.52,18.44,2.89,0.0,0.0,0.0,0.0,16.89,3.11,2.67,1.11,0.89,1.11,0.0,10.44,2.0,2.89,0,0.413793103448276,0.0689655172413793,0.025974025974026,12,0.166666666666667,0.0344827586206897,0.947368421052632,0.914893617021277,1.05555555555556,1.09302325581395,0,0.413793103448276,0.448275862068966,5.24137931034483,0,3.27586206896552,4.6551724137931,72.4827586206897,0.273743016759777,0.0335195530726257,0.0474860335195531,0.0391061452513967,0.0418994413407821,0.153631284916201,0.0949720670391061,0,0.220670391061453,0.0027932960893854,0.0474860335195531,0,0.564245810055866,0.53072625698324,0.125698324022346,0.108938547486034,0,0.0446927374301676,0,0,0.168316831683168,0.0742574257425743,0.242574257425743,0.485148514851485,1.25,0.272277227722772,68.75,5.86301969977929,0.197674418604651,0.586206896551724,0.0367965367965368,0.586206896551724,0.0367965367965368,0,0,0,0,0.13953488372093,0.0281385281385281,0.42766860172385,0.604814736759006,0.418046162495939,33.4928819612007
65,NOR12,1,627,17.42,20.73,3.99,0.32,0.16,0.16,0.0,15.63,2.39,2.55,1.91,1.75,0.8,0.16,8.93,2.71,2.07,0,0.485714285714286,0.114285714285714,0.026984126984127,17,0.235294117647059,0.0857142857142857,0.873015873015873,0.8125,1.14545454545455,1.23076923076923,0,0.685714285714286,0.714285714285714,6.94285714285714,0,7.0,8.48571428571429,100.914285714286,0.238297872340426,0.0127659574468085,0.048936170212766,0.0340425531914894,0.0659574468085106,0.176595744680851,0.108510638297872,0,0.191489361702128,0.0,0.048936170212766,0,0.58936170212766,0.519148936170213,0.136170212765957,0.153191489361702,0,0.0234042553191489,0,0,0.184115523465704,0.111913357400722,0.296028880866426,0.404332129963899,1.45614035087719,0.299638989169675,120.859649122807,7.77366223612806,0.216981132075472,0.657142857142857,0.0365079365079365,0.657142857142857,0.0365079365079365,0,0,0,0,0.0566037735849057,0.0206349206349206,0.366233510382357,0.517932397378237,0.397930631385407,37.3805792377131
66,GRE15,1,494,15.44,22.67,4.25,1.01,0.0,0.0,0.4,26.11,4.25,2.83,2.43,3.44,2.83,1.01,12.15,3.44,4.86,0,0.8125,0.125,0.0505836575875486,26,0.153846153846154,0.0,0.898550724637681,0.863636363636364,1.11290322580645,1.15789473684211,0,0.53125,0.53125,6.53125,0,4.53125,5.5,92.25,0.215584415584416,0.0285714285714286,0.0363636363636364,0.0675324675324675,0.0649350649350649,0.197402597402597,0.109090909090909,0,0.181818181818182,0.0,0.0363636363636364,0,0.587012987012987,0.522077922077922,0.127272727272727,0.168831168831169,0,0.0285714285714286,0,0,0.185840707964602,0.110619469026549,0.29646017699115,0.367256637168142,1.11764705882353,0.336283185840708,84.9411764705882,6.51694623541534,0.194444444444444,0.4375,0.0272373540856031,0.4375,0.0272373540856031,0,0,0,0,0.152777777777778,0.0233463035019455,0.374269716931083,0.529297309669477,0.398080386444942,40.1834009465855
70,OCM18,1,530,18.28,25.85,2.08,0.94,0.19,0.38,0.38,21.7,3.02,4.34,2.08,2.64,1.89,1.13,9.06,3.58,1.7,0,0.666666666666667,0.111111111111111,0.0327868852459016,18,0.166666666666667,0.111111111111111,0.942857142857143,0.879310344827586,1.06060606060606,1.13725490196078,0,0.592592592592593,0.666666666666667,8.81481481481482,0,6.07407407407407,7.66666666666667,108.851851851852,0.242562929061785,0.011441647597254,0.0480549199084668,0.0434782608695652,0.0617848970251716,0.162471395881007,0.0892448512585812,0,0.19908466819222,0.0,0.0480549199084668,0,0.556064073226545,0.533180778032037,0.153318077803204,0.151029748283753,0,0.011441647597254,0,0,0.160493827160494,0.111111111111111,0.271604938271605,0.436213991769547,1.18333333333333,0.292181069958848,84.0166666666667,6.48138359714447,0.207920792079208,0.777777777777778,0.0382513661202186,0.777777777777778,0.0382513661202186,0,0,0,0,0.0495049504950495,0.0236794171220401,0.392321566184247,0.554826479709216,0.406612132205049,44.1113896848138
71,GRE06,1,450,13.64,26.44,1.33,2.67,0.22,0.22,2.0,17.56,0.89,2.22,2.67,3.11,1.11,0.22,10.0,3.11,2.0,0,0.212121212121212,0.0303030303030303,0.0155902004454343,7,0.142857142857143,0.0606060606060606,0.918032786885246,0.957446808510638,1.08928571428571,1.04444444444444,0,0.393939393939394,0.454545454545455,4.36363636363636,0,4.18181818181818,5.3030303030303,59.8181818181818,0.241176470588235,0.0088235294117647,0.0529411764705882,0.0205882352941176,0.0794117647058824,0.164705882352941,0.0764705882352941,0,0.188235294117647,0.0,0.0529411764705882,0,0.561764705882353,0.514705882352941,0.176470588235294,0.147058823529412,0,0.0176470588235294,0,0,0.136125654450262,0.141361256544503,0.277486910994764,0.429319371727749,1.24444444444444,0.293193717277487,69.6888888888889,5.90291829898098,0.227848101265823,0.545454545454545,0.0400890868596882,0.545454545454545,0.0400890868596882,0,0,0,0,0.0379746835443038,0.0289532293986637,0.4338156187729,0.613507931637911,0.419999958180898,39.9135235332044
73,LDV05,1,583,14.22,18.87,2.4,1.03,0.0,0.34,0.34,17.67,2.23,2.92,1.89,2.23,1.72,0.86,9.78,3.95,1.72,0,0.6,0.15,0.0394736842105263,24,0.25,0.075,0.855421686746988,0.918367346938776,1.16901408450704,1.08888888888889,0,0.45,0.475,6.6,0,5.55,6.975,99.4,0.254464285714286,0.0178571428571429,0.0379464285714286,0.0491071428571429,0.0535714285714286,0.145089285714286,0.120535714285714,0,0.185267857142857,0.0022321428571428,0.0379464285714286,0,0.573660714285714,0.546875,0.151785714285714,0.122767857142857,0,0.0223214285714286,0,0,0.21011673151751,0.0933852140077821,0.303501945525292,0.443579766536965,1.3,0.252918287937743,84.5,6.5,0.160377358490566,0.425,0.0279605263157895,0.425,0.0279605263157895,0,0,0,0,0.0754716981132075,0.0213815789473684,0.372800567539663,0.527219618674978,0.400137188874136,38.5851745576279
74,LRE11,1,527,15.97,22.01,1.33,0.38,0.0,0.0,0.19,18.98,2.47,2.28,1.33,1.71,2.85,0.95,11.76,1.9,1.9,0,0.645161290322581,0.129032258064516,0.0376647834274953,20,0.2,0.0967741935483871,0.904761904761905,0.911111111111111,1.10526315789474,1.09756097560976,0,0.451612903225806,0.548387096774194,6.32258064516129,0,6.90322580645161,8.16129032258065,95.3548387096774,0.263681592039801,0.0074626865671641,0.0373134328358209,0.0472636815920398,0.0323383084577114,0.156716417910448,0.0771144278606965,0,0.213930348258706,0.0049751243781094,0.0373134328358209,0,0.529850746268657,0.54726368159204,0.166666666666667,0.146766169154229,0,0.0099502487562189,0,0,0.145539906103286,0.0610328638497653,0.206572769953052,0.497652582159624,1.43181818181818,0.295774647887324,90.2045454545455,6.71582256520173,0.145631067961165,0.483870967741936,0.0282485875706215,0.483870967741936,0.0282485875706215,0,0,0,0,0.029126213592233,0.0244821092278719,0.39891566775594,0.56415194758357,0.408772372367019,40.8461538461539
75,BOD09,1,554,17.87,27.98,3.61,0.9,0.0,0.0,0.36,23.1,2.53,4.87,1.99,2.35,1.81,1.44,11.91,3.07,1.62,0,0.888888888888889,0.185185185185185,0.0427046263345196,24,0.208333333333333,0.037037037037037,0.882352941176471,0.723404255319149,1.13333333333333,1.38235294117647,0,0.518518518518519,0.518518518518519,8.40740740740741,0,5.03703703703704,6.0,108.740740740741,0.238202247191011,0.0202247191011236,0.0337078651685393,0.049438202247191,0.0876404494382023,0.150561797752809,0.11685393258427,0,0.182022471910112,0.0044943820224719,0.0337078651685393,0,0.593258426966292,0.523595505617978,0.137078651685393,0.137078651685393,0,0.0134831460674157,0,0,0.196969696969697,0.147727272727273,0.34469696969697,0.401515151515152,1.31372549019608,0.253787878787879,88.0196078431373,6.63398853794372,0.154639175257732,0.555555555555556,0.0266903914590747,0.555555555555556,0.0266903914590747,0,0,0,0,0.0927835051546392,0.0249110320284698,0.417584990390326,0.590554356853437,0.4168137974499,49.5739581083999
76,UPS08,1,555,15.86,17.84,4.68,0.72,0.0,0.18,0.18,22.34,1.98,2.52,2.7,3.96,1.98,0.36,11.89,5.59,4.32,0,1.05882352941176,0.147058823529412,0.0615384615384615,36,0.138888888888889,0.0882352941176471,0.916666666666667,0.9375,1.09090909090909,1.06666666666667,0,0.647058823529412,0.647058823529412,7.88235294117647,0,6.73529411764706,7.0,99.8529411764706,0.214932126696833,0.0090497737556561,0.0520361990950226,0.081447963800905,0.0633484162895928,0.138009049773756,0.131221719457014,0,0.192307692307692,0.0090497737556561,0.0520361990950226,0,0.547511312217195,0.583710407239819,0.117647058823529,0.1289592760181,0,0.0090497737556561,0,0,0.239669421487603,0.115702479338843,0.355371900826446,0.392561983471074,1.525,0.252066115702479,93.025,6.82000733137436,0.252747252747253,0.676470588235294,0.0393162393162393,0.676470588235294,0.0393162393162393,0,0,0,0,0.043956043956044,0.0222222222222222,0.380058475033046,0.53748384988657,0.40255894724282,33.2787127061902
80,BOD01,1,574,15.94,24.22,2.09,1.57,0.35,0.35,0.7,16.9,2.61,2.09,1.57,1.92,0.52,0.87,8.89,2.26,2.09,0,0.416666666666667,0.0833333333333333,0.0259965337954939,15,0.2,0.0,0.917525773195876,0.893617021276596,1.08988764044944,1.11904761904762,0,0.305555555555556,0.333333333333333,4.97222222222222,0,3.58333333333333,4.5,119.694444444444,0.310492505353319,0.0171306209850107,0.0235546038543897,0.0321199143468951,0.0685224839400428,0.130620985010707,0.0578158458244111,0,0.203426124197002,0.0,0.0235546038543897,0,0.56745182012848,0.490364025695931,0.173447537473233,0.0985010706638116,0,0.0321199143468951,0,0,0.10188679245283,0.120754716981132,0.222641509433962,0.547169811320755,1.27083333333333,0.230188679245283,77.5208333333333,6.22578642957391,0.0802919708029197,0.305555555555556,0.0190641247833622,0.305555555555556,0.0190641247833622,0,0,0,0,0.0583941605839416,0.0225303292894281,0.382684126116151,0.541197081258357,0.403430794590989,32.9983660130719
82,OCM12,1,557,16.88,24.42,2.87,0.9,0.36,0.0,0.36,18.85,3.77,3.05,1.62,1.97,2.69,0.36,10.23,2.33,1.08,0,0.758620689655172,0.137931034482759,0.0374149659863946,22,0.181818181818182,0.0344827586206897,0.981481481481482,0.911111111111111,1.0188679245283,1.09756097560976,0,0.413793103448276,0.413793103448276,10.2758620689655,0,4.48275862068966,5.37931034482759,120.275862068966,0.289416846652268,0.0064794816414686,0.0302375809935205,0.0453563714902808,0.0475161987041037,0.131749460043197,0.0734341252699784,0,0.19438444924406,0.0,0.0302375809935205,0,0.542116630669546,0.531317494600432,0.187904967602592,0.110151187904968,0,0.0215982721382289,0,0,0.135458167330677,0.0876494023904383,0.223107569721116,0.533864541832669,1.15094339622642,0.243027888446215,70.2075471698113,5.92484376037931,0.106870229007634,0.482758620689655,0.0238095238095238,0.482758620689655,0.0238095238095238,0,0,0,0,0.0229007633587786,0.022108843537415,0.379087698287873,0.53611096424751,0.402236034005939,36.75
88,BRE14,1,507,14.49,24.46,1.18,0.99,0.2,0.59,0.39,20.12,5.52,4.93,1.97,0.79,1.58,0.99,7.89,1.18,3.16,0,0.4375,0.125,0.026615969581749,14,0.285714285714286,0.125,0.931506849315068,0.925925925925926,1.07352941176471,1.08,0,0.46875,0.53125,5.21875,0,6.90625,7.96875,86.8125,0.256926952141058,0.0151133501259446,0.0856423173803527,0.0277078085642317,0.0453400503778338,0.173803526448363,0.0503778337531486,0,0.183879093198992,0.0075566750629722,0.0856423173803527,0,0.526448362720403,0.523929471032746,0.168765743073048,0.151133501259446,0,0.0226700251889169,0,0,0.0956937799043062,0.0861244019138756,0.181818181818182,0.488038277511962,1.5,0.330143540669856,103.5,7.19374728496908,0.354166666666667,1.0625,0.064638783269962,1.0625,0.064638783269962,0,0,0,0,0.0625,0.0247148288973384,0.400807170385835,0.566826936256032,0.409389631937703,34.8095796676442
90,PES04,1,280,12.73,26.43,1.79,0.71,0.71,0.0,0.36,12.86,2.5,0.71,0.36,2.14,0.36,0.71,9.29,2.14,2.86,0,0.5,0.05,0.037593984962406,10,0.1,0.1,1.0,0.916666666666667,1.0,1.09090909090909,0,0.4,0.4,5.1,0,3.55,3.9,45.1,0.228971962616822,0.0467289719626168,0.0280373831775701,0.0514018691588785,0.0934579439252336,0.182242990654206,0.0981308411214953,0,0.158878504672897,0.0,0.0280373831775701,0,0.602803738317757,0.495327102803738,0.158878504672897,0.172897196261682,0,0.0093457943925233,0,0,0.162790697674419,0.155038759689922,0.317829457364341,0.37984496124031,1.39285714285714,0.302325581395349,54.3214285714286,5.21159421729228,0.153846153846154,0.3,0.0225563909774436,0.3,0.0225563909774436,0,0,0,0,0.256410256410256,0.0451127819548872,0.520265981714472,0.735767207381959,0.445044916727132,38.0
92,HES08,1,545,17.03,26.61,4.04,0.92,0.0,0.0,1.1,23.49,5.5,2.57,2.39,2.02,2.57,0.37,7.89,3.49,3.67,0,0.433333333333333,0.1,0.0224525043177893,13,0.230769230769231,0.0666666666666667,0.9125,0.897959183673469,1.0958904109589,1.11363636363636,0,0.333333333333333,0.433333333333333,8.16666666666667,0,4.26666666666667,5.3,116.8,0.250591016548463,0.0141843971631206,0.0283687943262411,0.0354609929078014,0.0803782505910166,0.170212765957447,0.122931442080378,0,0.200945626477541,0.0023640661938534,0.0283687943262411,0,0.624113475177305,0.498817966903073,0.108747044917258,0.137115839243499,0,0.033096926713948,0,0,0.196969696969697,0.128787878787879,0.325757575757576,0.401515151515152,1.33333333333333,0.272727272727273,96.0,6.92820323027551,0.12,0.4,0.0207253886010363,0.4,0.0207253886010363,0,0,0,0,0.06,0.0224525043177893,0.382022614599752,0.540261562700199,0.403211349641738,41.443293869738
97,LYO01,1,515,11.7,25.83,2.72,0.58,0.0,0.0,0.19,19.81,3.5,4.08,1.55,2.33,1.17,0.78,11.46,2.72,5.24,0,0.55,0.1,0.0434782608695652,22,0.181818181818182,0.05,0.940476190476191,0.87719298245614,1.06329113924051,1.14,0,0.275,0.3,2.45,0,3.325,3.975,47.025,0.24234693877551,0.0051020408163265,0.0459183673469388,0.0561224489795918,0.0408163265306122,0.178571428571429,0.102040816326531,0,0.173469387755102,0.0025510204081632,0.0459183673469388,0,0.563775510204082,0.538265306122449,0.158163265306122,0.150510204081633,0,0.0280612244897959,0,0,0.180995475113122,0.0723981900452489,0.253393665158371,0.429864253393665,1.11111111111111,0.316742081447964,77.7777777777778,6.23609564462324,0.193548387096774,0.45,0.0355731225296443,0.45,0.0355731225296443,0,0,0,0,0.021505376344086,0.0256916996047431,0.408651498750255,0.577920491816703,0.411938368581881,48.3
100,BRE06,1,513,19.0,25.93,2.14,1.36,0.39,0.58,0.19,18.13,1.75,2.34,2.34,2.34,0.97,1.17,10.72,2.92,2.14,0,0.576923076923077,0.0769230769230769,0.0276243093922652,15,0.133333333333333,0.0769230769230769,0.940298507462687,0.980392156862745,1.06349206349206,1.02,0,0.653846153846154,0.730769230769231,10.0,0,6.30769230769231,7.57692307692308,120.346153846154,0.257075471698113,0.0117924528301887,0.0283018867924528,0.035377358490566,0.0495283018867925,0.155660377358491,0.0919811320754717,0,0.212264150943396,0.0047169811320754,0.0283018867924528,0,0.554245283018868,0.537735849056604,0.165094339622642,0.134433962264151,0,0.0212264150943396,0,0,0.165957446808511,0.0893617021276596,0.25531914893617,0.463829787234043,1.24528301886792,0.280851063829787,82.188679245283,6.41048669155794,0.115384615384615,0.461538461538462,0.0220994475138122,0.461538461538462,0.0220994475138122,0,0,0,0,0.0480769230769231,0.0239410681399632,0.394483133872363,0.557883398049737,0.407321713368071,46.7473934723481
102,SPC05,1,549,17.16,22.4,4.01,0.36,0.0,0.0,0.36,17.3,2.91,1.82,2.73,1.82,1.46,1.46,8.74,3.28,2.55,0,0.451612903225806,0.0967741935483871,0.0246478873239437,14,0.214285714285714,0.0,0.987012987012987,0.943396226415094,1.01315789473684,1.06,0,0.451612903225806,0.612903225806452,7.58064516129032,0,3.83870967741936,5.54838709677419,110.290322580645,0.265116279069767,0.0348837209302326,0.0302325581395349,0.0325581395348837,0.072093023255814,0.148837209302326,0.106976744186047,0,0.165116279069767,0.0,0.0302325581395349,0,0.593023255813954,0.513953488372093,0.17906976744186,0.13953488372093,0,0.0093023255813953,0,0,0.180392156862745,0.12156862745098,0.301960784313725,0.447058823529412,1.20754716981132,0.250980392156863,77.2830188679245,6.21622951908649,0.131313131313131,0.419354838709677,0.022887323943662,0.419354838709677,0.022887323943662,0,0,0,0,0.151515151515152,0.022887323943662,0.385704038913002,0.545467882892848,0.404430818667414,51.930697307649
108,SPC11,1,433,15.46,27.02,3.23,1.15,0.0,0.46,0.0,18.94,3.0,2.54,0.69,1.62,1.62,0.69,9.93,2.31,2.54,0,0.5,0.125,0.0265486725663717,12,0.25,0.0,0.930555555555556,0.978723404255319,1.07462686567164,1.02173913043478,0,0.25,0.375,5.45833333333333,0,3.45833333333333,4.25,78.0,0.260744985673352,0.0114613180515759,0.0372492836676218,0.0315186246418338,0.0659025787965616,0.174785100286533,0.0974212034383954,0,0.183381088825215,0.0,0.0372492836676218,0,0.598853868194842,0.498567335243553,0.148997134670487,0.157593123209169,0,0.0171919770773639,0,0,0.162679425837321,0.110047846889952,0.272727272727273,0.435406698564593,1.24489795918367,0.291866028708134,75.9387755102041,6.16193052176849,0.149425287356322,0.541666666666667,0.0287610619469027,0.541666666666667,0.0287610619469027,0,0,0,0,0.0459770114942529,0.0265486725663717,0.399114063142644,0.564432521030158,0.406450086330165,61.4052073454608
111,ALS05,1,551,21.19,24.5,2.9,0.18,0.18,0.0,0.0,17.97,1.63,2.36,0.73,2.36,1.27,1.09,10.34,3.09,2.54,0,0.538461538461538,0.0769230769230769,0.0260223048327138,14,0.142857142857143,0.0384615384615385,0.925,0.907692307692308,1.08108108108108,1.10169491525424,0,0.576923076923077,0.653846153846154,10.3846153846154,0,5.34615384615385,5.96153846153846,104.346153846154,0.269320843091335,0.0234192037470726,0.0257611241217799,0.0351288056206089,0.0468384074941452,0.192037470725995,0.0702576112412178,0,0.227166276346604,0.0,0.0257611241217799,0,0.578454332552693,0.491803278688525,0.133489461358314,0.177985948477752,0,0.0140515222482436,0,0,0.121457489878543,0.0809716599190283,0.202429149797571,0.465587044534413,1.3015873015873,0.331983805668016,106.730158730159,7.30514061227293,0.104761904761905,0.423076923076923,0.0204460966542751,0.423076923076923,0.0204460966542751,0,0,0,0,0.0952380952380952,0.0260223048327138,0.426797532594785,0.603582858982918,0.419706853194127,46.2233315817131
115,LYO06,1,529,17.06,23.63,1.51,0.95,0.0,0.76,0.0,18.9,3.78,3.78,1.32,3.4,1.13,0.95,9.45,2.08,2.84,0,0.741935483870968,0.161290322580645,0.0413669064748201,23,0.217391304347826,0.032258064516129,0.962962962962963,0.945454545454545,1.03846153846154,1.05769230769231,0,0.387096774193548,0.387096774193548,6.41935483870968,0,4.61290322580645,5.58064516129032,98.8387096774194,0.241050119331742,0.0167064439140811,0.0238663484486874,0.0525059665871122,0.0715990453460621,0.171837708830549,0.102625298329356,0,0.200477326968974,0.0023866348448687,0.0238663484486874,0,0.587112171837709,0.515513126491647,0.133651551312649,0.155131264916468,0,0.0167064439140811,0,0,0.17479674796748,0.121951219512195,0.296747967479675,0.410569105691057,1.2,0.292682926829268,86.4,6.57267069006199,0.106382978723404,0.32258064516129,0.0179856115107914,0.32258064516129,0.0179856115107914,0,0,0,0,0.074468085106383,0.0233812949640288,0.389844093537644,0.551322804291981,0.405797086375502,38.5698956363382
