"WorkerId";"WorkTimeInSeconds";"Input.name";"Answer.Competence";"Answer.Engagement";"Answer.Global";"Answer.Keyword";"Answer.Persuasiveness";"clip"
"A2825I2XO6KZEP";119;"CFE07";4;4;86;"L'Ǹducation des enfants.";4;"middle"
"A2I2S3U4DRA8ZV";90;"CFE07";3;3;65;"education";3;"middle"
"A1LP84A304GZYQ";141;"CFE07";5;5;80;"L'enseignement";4;"end"
"A1OJ8IJAEIWL9T";68;"CFE07";3;2;60;"Ǹl��ve";3;"end"
"A3IRGLXO0OXSQG";72;"CFE07";4;4;60;"enseignement";4;"end"
"A2OVMRCLSHX036";216;"CFE07";5;3;85;"Apprentissage maternelle";4;"full"
"AJT3SUCY8NCHA";227;"CFE07";5;5;100;"Ǹducation";5;"full"
"AY0R6NKZJK1L2";807;"CFE07";2;4;67;"Ǹducation";4;"full"
"A13PVNQT2WWWVL";93;"CFE08";4;5;100;"coproduit du cochon";5;"beginning"
"A1HMZJ59OPLD1P";51;"CFE08";4;4;70;"coproduit";3;"beginning"
"A3F6FNJMTWTPTA";70;"CFE08";4;4;82;"Les co-produits";4;"beginning"
"A29LAW0VTR4DVH";239;"CFE08";3;4;50;"porcs";5;"middle"
"A3IJILP55BWIOP";114;"CFE08";3;3;57;"porc";3;"middle"
"ANFE3MX7DI3J6";86;"CFE08";5;4;66;"valorisation des abats du porc";3;"middle"
"A1LP84A304GZYQ";286;"CFE08";5;5;80;"Peptides";3;"end"
"AJU7B06ZHGRQS";90;"CFE08";4;3;71;"RǸaction enzymatique";3;"end"
"ANVBXC6AL9UZQ";99;"CFE08";5;3;100;"Jeux Pacman comme modelle pour explainer les proteins";4;"end"
"A1V6B98VMTBSFS";405;"CFE08";4;4;80;"rechercher des substances utiles dans le corps des animaux qui peuvent avoir un effet positif sur le corps humain.";4;"full"
"A20F1SLHKHBUT3";205;"CFE08";3;3;64;"Ǹcologie";4;"full"
"A23CFOROXR7G7B";389;"CFE08";4;4;66;"Recherche sur la transformation des animaux pour amǸliorer la vie humaine";3;"full"
"A31Z9IY8GZC5LD";91;"CFE09";4;4;78;"Intoxication";4;"beginning"
"A3JSIRLH46UEL7";53;"CFE09";3;3;45;"Intoxication";2;"beginning"
"ARJDD0Z3R65BD";59;"CFE09";4;4;49;"bactǸrie";4;"beginning"
"A2I2S3U4DRA8ZV";103;"CFE09";4;3;66;"intestins";4;"middle"
"A3IJILP55BWIOP";75;"CFE09";3;2;62;"bactǸrie";3;"middle"
"A84BZJ0HK981A";104;"CFE09";5;4;92;"syst��me immunitaire";5;"middle"
"A1LP84A304GZYQ";284;"CFE09";5;5;92;"Monoxyde d'azote";4;"end"
"A1OJ8IJAEIWL9T";77;"CFE09";5;3;78;"monoxyde d'azote";3;"end"
"ANVBXC6AL9UZQ";82;"CFE09";4;1;61;"Utilization du monoxyde d'azote";4;"end"
"A14N7TK3CEQVAE";301;"CFE09";5;5;91;"bactǸrie Escherichia";5;"full"
"A2YX27BC5JWP26";708;"CFE09";3;2;49;"toxines";2;"full"
"A3MSYMSTHZJI98";324;"CFE09";4;4;80;"bactǸries et les toxines";5;"full"
"A15ERD4HOFEPHM";75;"CFE10";4;3;63;"sommeil";4;"beginning"
"A23LCFQV9MZ5FM";86;"CFE10";2;2;23;"sommeil";2;"beginning"
"A3JSIRLH46UEL7";40;"CFE10";5;4;90;"Sommeil";3;"beginning"
"A2825I2XO6KZEP";114;"CFE10";3;4;79;"QualitǸ du sommeil.";3;"middle"
"A29LAW0VTR4DVH";271;"CFE10";2;2;35;"sommeil";3;"middle"
"ANFE3MX7DI3J6";116;"CFE10";5;4;71;"qualitǸ du sommeil et serotonine";4;"middle"
"A1337MPXA69L1O";71;"CFE10";4;5;91;"sommeil";5;"end"
"A1LP84A304GZYQ";219;"CFE10";5;5;96;"Le tryptophane";4;"end"
"AJU7B06ZHGRQS";63;"CFE10";4;4;66;"Acides aminǸs";4;"end"
"A1TKS3S0M8VMCR";228;"CFE10";5;5;93;"sommeil";5;"full"
"A2OVMRCLSHX036";407;"CFE10";4;3;49;"hormone-dormante";3;"full"
"AJT3SUCY8NCHA";547;"CFE10";5;5;100;"mǸlatonine";4;"full"
"A31Z9IY8GZC5LD";108;"CFE11";3;4;79;"P��re noel";2;"beginning"
"A3JSIRLH46UEL7";54;"CFE11";3;4;35;"Noel";2;"beginning"
"AK3VQAVM96OJ3";102;"CFE11";4;4;80;"P��re-NoǮl";4;"beginning"
"A2825I2XO6KZEP";118;"CFE11";3;4;61;"Syndrome mǸtabolique.";4;"middle"
"A84BZJ0HK981A";80;"CFE11";5;3;90;"Diab��te";5;"middle"
"ANFE3MX7DI3J6";77;"CFE11";5;3;62;"dereglement metabolique";3;"middle"
"A1OJ8IJAEIWL9T";77;"CFE11";3;2;50;"mǸtabolique";3;"end"
"A3IRGLXO0OXSQG";76;"CFE11";3;3;40;"noǮl";2;"end"
"AJU7B06ZHGRQS";72;"CFE11";3;3;59;"Syndrome mǸtabolique du diab��te";3;"end"
"A14N7TK3CEQVAE";260;"CFE11";5;5;100;"P��re NoǮl";5;"full"
"A3MSYMSTHZJI98";236;"CFE11";5;4;100;"habitudes alimentaires";4;"full"
"AJT3SUCY8NCHA";402;"CFE11";5;5;98;"diabete";5;"full"
"A13PVNQT2WWWVL";53;"CVL01";4;4;75;"langue des signes";5;"end"
"A15IJ20C3R4HUO";187;"CVL01";3;5;62;"petit escargot qui porte votre maison, mǸmorisation";1;"end"
"A2825I2XO6KZEP";155;"CVL01";3;2;35;"langage des signes";2;"end"
"A4IQ0TJHUIV3U";67;"CVL01";5;5;92;"la lngue des signes";4;"beginning"
"ANVBXC6AL9UZQ";87;"CVL01";2;2;29;"Langue des signe dans l'ecole";4;"beginning"
"AZBGXVYME48RJ";69;"CVL01";3;3;51;"Langue des signes";3;"beginning"
"A1337MPXA69L1O";67;"CVL01";3;4;70;"langue des signes";4;"middle"
"A3IRGLXO0OXSQG";67;"CVL01";4;2;35;"paronyme";3;"middle"
"AVNP1F3CADQRW";144;"CVL01";4;4;79;"apprentissage";4;"middle"
"A2OVMRCLSHX036";198;"CVL01";4;4;87;"langue des signes pour les entendants";5;"full"
"A3MSYMSTHZJI98";612;"CVL01";4;4;92;"langue des signes";3;"full"
"AJT3SUCY8NCHA";123;"CVL01";5;5;98;"gestuel";5;"full"
"A2I2S3U4DRA8ZV";74;"CVL02";2;4;40;"recepteur";2;"end"
"A3KLFN0W4O3JVC";148;"CVL02";5;5;93;"l'interaction en les vers chez les cheveux et animaux et le traitement de l'ivermectine";5;"end"
"ARJDD0Z3R65BD";144;"CVL02";4;4;72;"Ivermectine";4;"end"
"A2BF2FUO6F63N7";87;"CVL02";4;5;89;"vers parasites";4;"beginning"
"A3IJILP55BWIOP";94;"CVL02";4;4;69;"vers parasites";4;"beginning"
"ANVBXC6AL9UZQ";84;"CVL02";5;5;83;"Parasites";5;"beginning"
"A1337MPXA69L1O";67;"CVL02";4;3;84;"Vers";3;"middle"
"ACKM83MOGDRHP";73;"CVL02";4;4;81;"vers";4;"middle"
"AUKSY0PD8DSB0";101;"CVL02";5;5;100;"Ivermectin et son fonctionnement";5;"middle"
"A2YX27BC5JWP26";279;"CVL02";2;2;50;"pharmacologie";2;"full"
"A3MSYMSTHZJI98";490;"CVL02";5;5;78;"Parasite";1;"full"
"A3POQ5BNIWRKJP";198;"CVL02";5;5;100;"Combattre les vers parasites chez le cheval";5;"full"
"A13PVNQT2WWWVL";101;"CVL03";5;4;100;"trouble stresse traumatique";5;"end"
"A157LV5C7C5B1U";85;"CVL03";4;5;90;"SPT";3;"end"
"ARJDD0Z3R65BD";119;"CVL03";4;4;77;"MǸmoire";4;"end"
"A2BF2FUO6F63N7";111;"CVL03";4;1;77;"physical traumatic";4;"beginning"
"A3IJILP55BWIOP";124;"CVL03";4;4;70;"traumatisme";4;"beginning"
"A4IQ0TJHUIV3U";96;"CVL03";5;4;90;"recit traumatique";4;"beginning"
"A1337MPXA69L1O";76;"CVL03";4;4;87;"th̩rapie";4;"middle"
"A3IRGLXO0OXSQG";66;"CVL03";4;3;72;"th̩rapie";4;"middle"
"AVNP1F3CADQRW";86;"CVL03";5;3;80;"th̩rapie";5;"middle"
"A1V6B98VMTBSFS";535;"CVL03";3;3;59;"traitement du trouble de stress post-traumatique chez les enfants";4;"full"
"A2YX27BC5JWP26";880;"CVL03";4;4;83;"stress post-traumatiques";4;"full"
"AJT3SUCY8NCHA";235;"CVL03";5;5;97;"thǸrapie";5;"full"
"A157LV5C7C5B1U";65;"CVL04";3;3;88;"insecte";4;"end"
"A2825I2XO6KZEP";91;"CVL04";3;2;59;"Famille, immunologique.";3;"end"
"A84BZJ0HK981A";135;"CVL04";5;3;95;"insectes";5;"end"
"A2BF2FUO6F63N7";100;"CVL04";4;4;83;"la vie de famille chez les insectes";4;"beginning"
"A3IJILP55BWIOP";146;"CVL04";3;3;62;"Entomologie";3;"beginning"
"AALP4034U041N";109;"CVL04";3;3;31;"l'evolution de la vie de la famille";3;"beginning"
"A3IRGLXO0OXSQG";74;"CVL04";4;4;79;"perce-oreille";3;"middle"
"A3NSVJGHKJE2DY";93;"CVL04";3;3;44;"famille";3;"middle"
"AVNP1F3CADQRW";154;"CVL04";4;4;74;"insecte";4;"middle"
"A14N7TK3CEQVAE";304;"CVL04";5;5;100;"l'Ǹvolution";5;"full"
"A3MSYMSTHZJI98";625;"CVL04";4;4;90;"Famille";4;"full"
"AJT3SUCY8NCHA";216;"CVL04";5;5;98;"famille";5;"full"
"A13PVNQT2WWWVL";88;"GRE01";3;3;75;"cancer";4;"beginning"
"A3JSIRLH46UEL7";67;"GRE01";3;3;65;"Connaisance";2;"beginning"
"AK3VQAVM96OJ3";73;"GRE01";5;5;90;"super-hǸros";4;"beginning"
"A3IJILP55BWIOP";194;"GRE01";3;4;68;"cancer";4;"middle"
"A84BZJ0HK981A";133;"GRE01";5;5;92;"tumeurs";5;"middle"
"ANFE3MX7DI3J6";144;"GRE01";4;4;74;"Traitement radiant oncologique";4;"middle"
"A1337MPXA69L1O";67;"GRE01";4;5;81;"mesure";4;"end"
"A1LP84A304GZYQ";275;"GRE01";3;5;50;"Ǹlectronique";2;"end"
"A3IRGLXO0OXSQG";64;"GRE01";3;3;45;"hǸro";2;"end"
"A3KRBR1I2R31UT";198;"GRE01";4;4;83;"Ǹnergie";4;"full"
"A3MSYMSTHZJI98";218;"GRE01";5;4;90;"Technologie, Corps Humain";4;"full"
"A3POQ5BNIWRKJP";233;"GRE01";3;3;56;"l'Ǹnergie contre le cancer";3;"full"
"A31Z9IY8GZC5LD";36;"GRE02";4;3;65;"3D";3;"beginning"
"A3K67N86LJC9U9";45;"GRE02";3;3;73;"mains";3;"beginning"
"A4IQ0TJHUIV3U";80;"GRE02";3;3;53;"troisi��me dimension";3;"beginning"
"A157LV5C7C5B1U";79;"GRE02";4;2;71;"reprǸsentation 3D des muscules lors d'un mouvement";3;"middle"
"A2825I2XO6KZEP";108;"GRE02";4;4;70;"Anatomie dans le mouvement musculaire.";3;"middle"
"A84BZJ0HK981A";89;"GRE02";5;4;84;"anatomie";4;"middle"
"A1337MPXA69L1O";70;"GRE02";4;3;81;"camǸra infrarouge";4;"end"
"A1OJ8IJAEIWL9T";71;"GRE02";4;5;86;"camera";4;"end"
"AUKSY0PD8DSB0";118;"GRE02";5;5;100;"Traitement de donnǸes";5;"end"
"A1J9MSHU4I80S5";335;"GRE02";5;4;100;"camǸra infrarouge";4;"full"
"A3KRBR1I2R31UT";213;"GRE02";3;4;84;"anatomie";3;"full"
"AJT3SUCY8NCHA";176;"GRE02";5;5;100;"anatomie";4;"full"
"A1HMZJ59OPLD1P";86;"GRE03";4;4;73;"parentalitǸ";4;"beginning"
"A3EUFDOUX1GCL";85;"GRE03";2;4;38;"parentalitǸ";2;"beginning"
"A3JEEBLERNP5Z2";58;"GRE03";4;2;72;"les parents et enfants";2;"beginning"
"A2825I2XO6KZEP";104;"GRE03";5;4;89;"Comportement parental.";4;"middle"
"A3IJILP55BWIOP";93;"GRE03";4;3;52;"parentalitǸ";3;"middle"
"A84BZJ0HK981A";88;"GRE03";5;4;90;"le parentage";5;"middle"
"A1337MPXA69L1O";56;"GRE03";2;2;28;"gestion stresse";2;"end"
"A1LP84A304GZYQ";249;"GRE03";4;5;50;"Parent";3;"end"
"A1OJ8IJAEIWL9T";72;"GRE03";3;2;48;"stresse";3;"end"
"A2OVMRCLSHX036";210;"GRE03";4;3;86;"burnout parental";3;"full"
"A2YX27BC5JWP26";214;"GRE03";3;3;58;"l'enfance";2;"full"
"A3MSYMSTHZJI98";202;"GRE03";5;4;93;"Psychologie";4;"full"
"A1HMZJ59OPLD1P";53;"GRE04";3;4;81;"chirurgie";4;"beginning"
"A31Z9IY8GZC5LD";75;"GRE04";5;4;83;"Chirurgie";4;"beginning"
"A3F6FNJMTWTPTA";103;"GRE04";4;4;75;"Perfection en Chirurgie";4;"beginning"
"A157LV5C7C5B1U";77;"GRE04";5;4;92;"adopter un langage commun dans la chirurgie";4;"middle"
"A2I2S3U4DRA8ZV";86;"GRE04";4;3;71;"chirurgie";4;"middle"
"ANFE3MX7DI3J6";97;"GRE04";4;4;81;"gastrectomie longitudinale";3;"middle"
"A1LP84A304GZYQ";295;"GRE04";5;5;85;"chirurgien";4;"end"
"A1OJ8IJAEIWL9T";80;"GRE04";4;3;83;"la chirurgie";4;"end"
"AUKSY0PD8DSB0";145;"GRE04";5;5;100;"Algorithmes chirurgicaux";5;"end"
"A1J9MSHU4I80S5";340;"GRE04";4;2;50;"chirurgien";3;"full"
"A1O39F8V1QSOS9";439;"GRE04";5;5;85;"les gestes chirugicaux";4;"full"
"A3MSYMSTHZJI98";520;"GRE04";2;3;50;"chirurgical";3;"full"
"A13PVNQT2WWWVL";73;"GRE05";4;4;90;"orientation scolaire";4;"beginning"
"A31Z9IY8GZC5LD";52;"GRE05";4;4;68;"Orientation scolaire";4;"beginning"
"AK3VQAVM96OJ3";94;"GRE05";3;3;64;"administration";3;"beginning"
"A157LV5C7C5B1U";169;"GRE05";4;4;75;"le dǸcrochage scolaire";4;"middle"
"A2825I2XO6KZEP";124;"GRE05";4;5;93;"Enseignement secondaire et apprentissage.";4;"middle"
"A3IJILP55BWIOP";86;"GRE05";3;2;40;"dyslexie";2;"middle"
"A1LP84A304GZYQ";199;"GRE05";5;5;80;"La capacitǸ";5;"end"
"A1OJ8IJAEIWL9T";122;"GRE05";4;4;75;"gǸnie";4;"end"
"A3IRGLXO0OXSQG";70;"GRE05";3;3;49;"Ǹducation";3;"end"
"A1V6B98VMTBSFS";377;"GRE05";3;4;84;"Vision pǸdagogique de l'Ǹducation";4;"full"
"A23CFOROXR7G7B";627;"GRE05";4;3;49;"MǸthodologie pour amǸliorer l'Ǹducation dans les Ǹcoles";4;"full"
"AJT3SUCY8NCHA";247;"GRE05";5;5;70;"enseignement";5;"full"
"A1HMZJ59OPLD1P";37;"GRE06";4;4;88;"trou noir";5;"beginning"
"A3JSIRLH46UEL7";68;"GRE06";4;4;31;"Trou noir";2;"beginning"
"AK3VQAVM96OJ3";92;"GRE06";4;4;81;"trou noir";4;"beginning"
"A2825I2XO6KZEP";99;"GRE06";5;4;90;"Trou noir.";4;"middle"
"A3IJILP55BWIOP";131;"GRE06";3;4;70;"astrophysique";4;"middle"
"ANFE3MX7DI3J6";70;"GRE06";5;3;76;"gravit�� quantique";4;"middle"
"A1LP84A304GZYQ";279;"GRE06";5;5;80;"Le temps";4;"end"
"A3IRGLXO0OXSQG";70;"GRE06";5;4;96;"temps";5;"end"
"ANVBXC6AL9UZQ";89;"GRE06";4;2;72;"GravitǸ quantique et temps";5;"end"
"A3MSYMSTHZJI98";241;"GRE06";4;5;95;"astronomie physique";5;"full"
"A3POQ5BNIWRKJP";207;"GRE06";4;3;81;"Etude du phǸnom��ne des trous noirs et de la gravitǸ quantique";3;"full"
"AJT3SUCY8NCHA";195;"GRE06";5;5;100;"quantique";5;"full"
"A1HMZJ59OPLD1P";22;"GRE07";5;4;93;"hydroǸlectricitǸ";4;"beginning"
"A2SM26ZFOYOKJY";100;"GRE07";4;4;98;"hydro-Ǹlectrique";4;"beginning"
"A3JSIRLH46UEL7";33;"GRE07";2;2;45;"Eau";2;"beginning"
"A2825I2XO6KZEP";194;"GRE07";4;4;91;"L'Ǹnergie hydroǸlectrique.";4;"middle"
"A2BF2FUO6F63N7";80;"GRE07";4;2;85;"�?nergie hydroǸlectrique";4;"middle"
"A3IJILP55BWIOP";75;"GRE07";3;2;50;"hydroelectricitǸ";3;"middle"
"A1LP84A304GZYQ";285;"GRE07";5;5;70;"bulles";3;"end"
"A3IRGLXO0OXSQG";70;"GRE07";3;2;44;"bulle";2;"end"
"AJU7B06ZHGRQS";68;"GRE07";3;4;63;"Ecologie des milieux aquatiques";4;"end"
"A14N7TK3CEQVAE";520;"GRE07";5;5;100;"bulles en hydroǸlectricitǸ";5;"full"
"A1O39F8V1QSOS9";399;"GRE07";3;3;59;"hydraulique/entraǩnement d'air";2;"full"
"A3MSYMSTHZJI98";535;"GRE07";4;5;100;"ǸlectricitǸ";4;"full"
"A13PVNQT2WWWVL";101;"GRE08";5;4;80;"anticorps";4;"beginning"
"A1HMZJ59OPLD1P";75;"GRE08";4;5;83;"La stabilitǸ d'une molǸcule";4;"beginning"
"ARJDD0Z3R65BD";105;"GRE08";4;3;79;"mǸdicaments";3;"beginning"
"A157LV5C7C5B1U";80;"GRE08";4;3;95;"la structure des molǸcules dans les anticorps";4;"middle"
"A3IJILP55BWIOP";77;"GRE08";3;3;50;"cancer";2;"middle"
"ANFE3MX7DI3J6";84;"GRE08";5;4;78;"strucure des anticorps";4;"middle"
"A1LP84A304GZYQ";293;"GRE08";4;5;91;"Les locutions";4;"end"
"A3IRGLXO0OXSQG";114;"GRE08";4;2;45;"Ǹlocution";3;"end"
"AKHKMEPXX1YZ9";128;"GRE08";4;4;71;"la prononciation";3;"end"
"A14N7TK3CEQVAE";402;"GRE08";5;5;100;"mǸdicament";5;"full"
"A2OVMRCLSHX036";236;"GRE08";3;4;60;"anticorps monocloraux";3;"full"
"AJT3SUCY8NCHA";275;"GRE08";5;5;97;"anticorps";5;"full"
"A13PVNQT2WWWVL";49;"GRE09";4;5;90;"imagerie";5;"beginning"
"A1HMZJ59OPLD1P";66;"GRE09";4;5;89;"imagerie mǸdicale";4;"beginning"
"A3JEEBLERNP5Z2";73;"GRE09";5;2;63;"Imagerie mǸdicale";3;"beginning"
"A2825I2XO6KZEP";228;"GRE09";4;5;79;"Th��se de mǸdecine.";5;"middle"
"A3IJILP55BWIOP";79;"GRE09";4;4;78;"radiologie";4;"middle"
"ANFE3MX7DI3J6";69;"GRE09";4;3;59;"imaging medicale";4;"middle"
"A1LP84A304GZYQ";284;"GRE09";5;5;75;"DǸsordre";4;"end"
"A1OJ8IJAEIWL9T";79;"GRE09";4;5;88;"bazar";4;"end"
"A3IRGLXO0OXSQG";66;"GRE09";3;5;86;"bruit";5;"end"
"A3MSYMSTHZJI98";416;"GRE09";3;4;80;"organisation";4;"full"
"A3POQ5BNIWRKJP";211;"GRE09";5;5;99;"DǸveloppement d'une nouvelle technique d'imagerie mǸdicale";5;"full"
"AJT3SUCY8NCHA";237;"GRE09";5;5;100;"imagerie";5;"full"
"A14FH51IF9CX3G";78;"GRE10";4;2;81;"democratie";5;"beginning"
"A1HMZJ59OPLD1P";71;"GRE10";4;4;75;"dǸmocratie";4;"beginning"
"A2SM26ZFOYOKJY";92;"GRE10";5;4;98;"la dǸmocratie";5;"beginning"
"A157LV5C7C5B1U";65;"GRE10";4;4;86;"controle des textes de lois europǸennes";4;"middle"
"A2I2S3U4DRA8ZV";92;"GRE10";3;3;75;"jugement";2;"middle"
"A3IJILP55BWIOP";127;"GRE10";4;3;75;"Loi";4;"middle"
"A1LP84A304GZYQ";166;"GRE10";5;5;97;"L'Union EuropǸenne";5;"end"
"A1OJ8IJAEIWL9T";70;"GRE10";4;5;84;"union europǸenne";4;"end"
"ANVBXC6AL9UZQ";95;"GRE10";4;1;69;"Valeurs de l'Union EuropǸen";3;"end"
"A1TKS3S0M8VMCR";209;"GRE10";4;4;85;"contr��le de l'Ǹtat de droit";5;"full"
"A1V6B98VMTBSFS";596;"GRE10";3;2;48;"La dǸmocratie en Europe";2;"full"
"A2YX27BC5JWP26";806;"GRE10";4;3;56;"democratie";4;"full"
"A31Z9IY8GZC5LD";77;"GRE11";5;3;84;"La Dengue";4;"beginning"
"A3F6FNJMTWTPTA";34;"GRE11";4;2;60;"la dingue";3;"beginning"
"A3JSIRLH46UEL7";59;"GRE11";3;3;70;"Maladie";2;"beginning"
"A2825I2XO6KZEP";128;"GRE11";5;5;91;"Outils chimiques et antig��ne.";4;"middle"
"A2I2S3U4DRA8ZV";82;"GRE11";5;4;90;"outils";5;"middle"
"ANFE3MX7DI3J6";83;"GRE11";5;4;65;"utils de detections des maladies";3;"middle"
"A1LP84A304GZYQ";271;"GRE11";5;5;78;"Biocapteurs";4;"end"
"A1OJ8IJAEIWL9T";126;"GRE11";3;4;72;"dengue";4;"end"
"A3IRGLXO0OXSQG";68;"GRE11";4;3;40;"anticorps";3;"end"
"A3MSYMSTHZJI98";362;"GRE11";5;5;95;"infection virale";5;"full"
"A3POQ5BNIWRKJP";207;"GRE11";4;4;78;"PrǸvenir et soigner la dengue";4;"full"
"AJT3SUCY8NCHA";316;"GRE11";5;5;100;"dengue";5;"full"
"A14FH51IF9CX3G";81;"GRE12";4;5;88;"Le prostate";4;"beginning"
"A15ERD4HOFEPHM";77;"GRE12";4;4;72;"prostate";4;"beginning"
"A3JSIRLH46UEL7";43;"GRE12";3;3;65;"Tumeur";3;"beginning"
"A157LV5C7C5B1U";69;"GRE12";4;3;85;"nouvelle technique pour stopper une hǸmorragie sans test sur animaux";4;"middle"
"A2825I2XO6KZEP";112;"GRE12";5;4;88;"Patient et hǸmorragie.";4;"middle"
"ANFE3MX7DI3J6";116;"GRE12";5;5;71;"gestion du saignement post chirurgique";4;"middle"
"A1337MPXA69L1O";100;"GRE12";4;3;86;"MǸdicale";4;"end"
"A1OJ8IJAEIWL9T";71;"GRE12";3;2;64;"prostate";3;"end"
"A3IRGLXO0OXSQG";67;"GRE12";3;1;22;"prostate";3;"end"
"A1OYDCIPI345Q3";432;"GRE12";4;4;75;"prostate";4;"full"
"A3POQ5BNIWRKJP";235;"GRE12";4;5;62;"l'hypertrophie bǸnigne de la prostate";4;"full"
"AJT3SUCY8NCHA";797;"GRE12";5;5;97;"prostate";5;"full"
"A13PVNQT2WWWVL";75;"GRE13";4;3;75;"enzymes";5;"beginning"
"A2SM26ZFOYOKJY";94;"GRE13";4;4;100;"syst��mes biologiques et enzymes";4;"beginning"
"A3JSIRLH46UEL7";40;"GRE13";2;2;50;"Chimique";2;"beginning"
"A2825I2XO6KZEP";123;"GRE13";5;4;83;"MǸtaux prǸcieux.";4;"middle"
"A3IJILP55BWIOP";80;"GRE13";4;3;65;"catalyseur";4;"middle"
"A84BZJ0HK981A";172;"GRE13";5;4;87;"Chimie";5;"middle"
"A1337MPXA69L1O";105;"GRE13";3;3;49;"mǸtaux";3;"end"
"A1LP84A304GZYQ";279;"GRE13";3;5;54;"Les enzymes";3;"end"
"A3IRGLXO0OXSQG";78;"GRE13";3;3;54;"catalyseur";4;"end"
"A2YX27BC5JWP26";330;"GRE13";5;4;87;"chimie bio-inspiree";5;"full"
"A3POQ5BNIWRKJP";225;"GRE13";5;5;89;"Chimie bio inspirǸe";5;"full"
"AJT3SUCY8NCHA";287;"GRE13";5;5;100;"catalyeur";5;"full"
"A14FH51IF9CX3G";78;"GRE14";5;2;80;"biomasse";5;"beginning"
"A31Z9IY8GZC5LD";44;"GRE14";5;5;90;"Energie renouvelable";5;"beginning"
"A3EUFDOUX1GCL";111;"GRE14";3;4;50;"environnement";2;"beginning"
"A157LV5C7C5B1U";78;"GRE14";4;3;75;"influence des formes et couleurs sur la granulation";3;"middle"
"A2I2S3U4DRA8ZV";102;"GRE14";4;4;74;"granulation";2;"middle"
"A3IJILP55BWIOP";89;"GRE14";4;4;75;"granulation";4;"middle"
"A1337MPXA69L1O";82;"GRE14";4;3;78;"biomasse";3;"end"
"A1LP84A304GZYQ";265;"GRE14";4;5;79;"Les granulǸs";4;"end"
"ANVBXC6AL9UZQ";79;"GRE14";3;3;61;"biomasses et statistiques";2;"end"
"A2OVMRCLSHX036";209;"GRE14";5;4;87;"biomasse standardisǸe";5;"full"
"A3MSYMSTHZJI98";230;"GRE14";4;4;71;"�?nergie, Biochimie";4;"full"
"A3QIWHREBINC1Z";278;"GRE14";4;2;97;"granulǸ pour tous";5;"full"
"A2I2S3U4DRA8ZV";181;"GRE15";3;3;25;"Astrologie";2;"beginning"
"A3F6FNJMTWTPTA";89;"GRE15";5;5;87;"MǸtǸo";5;"beginning"
"A84BZJ0HK981A";117;"GRE15";5;3;90;"astronomie";4;"beginning"
"A2BF2FUO6F63N7";142;"GRE15";4;1;90;"vent";4;"middle"
"A3EUFDOUX1GCL";97;"GRE15";3;3;50;"vents";3;"middle"
"A3IJILP55BWIOP";116;"GRE15";4;4;75;"planǸtologie";4;"middle"
"A2YBWLWZABXXY0";86;"GRE15";4;3;65;"musique";4;"end"
"ACKM83MOGDRHP";121;"GRE15";4;4;75;"atmosph̬re";4;"end"
"AVNP1F3CADQRW";218;"GRE15";5;4;81;"̩coutez";5;"end"
"A3HF3GQEJ6PQB2";350;"GRE15";5;4;81;"fluides";5;"full"
"A3POQ5BNIWRKJP";197;"GRE15";5;5;98;"L'Ǹtude des vents et de la mǸtǸorologie";5;"full"
"AJT3SUCY8NCHA";195;"GRE15";5;5;96;"vent";5;"full"
"A1HMZJ59OPLD1P";83;"HES01";4;4;82;"fissure materiau";4;"middle"
"A3JSIRLH46UEL7";98;"HES01";3;3;40;"humiditǸ";2;"middle"
"A3K67N86LJC9U9";87;"HES01";2;3;58;"rǸsistance";4;"middle"
"A157LV5C7C5B1U";68;"HES01";5;4;86;"prǸvoir l'Ǹvolution des fissures dans les matǸriaux";3;"end"
"A3IJILP55BWIOP";56;"HES01";3;2;30;"simulation";2;"end"
"AALP4034U041N";57;"HES01";4;4;60;"la chimie physique et mechanique";4;"end"
"A1337MPXA69L1O";109;"HES01";4;3;76;"matǸriau";4;"beginning"
"A1LP84A304GZYQ";208;"HES01";4;5;51;"Les matǸriaux";4;"beginning"
"A3IRGLXO0OXSQG";70;"HES01";3;3;65;"matǸriaux";2;"beginning"
"A14N7TK3CEQVAE";319;"HES01";5;4;100;"tolǸrance";5;"full"
"A2OVMRCLSHX036";192;"HES01";4;2;63;"micro-fissures";2;"full"
"AJT3SUCY8NCHA";232;"HES01";5;5;100;"matǸriaux";5;"full"
"A14FH51IF9CX3G";75;"HES02";5;3;80;"frequence de raisonnance";4;"middle"
"A3F6FNJMTWTPTA";94;"HES02";3;4;42;"Code pour estimer les vibrations";3;"middle"
"A3K67N86LJC9U9";50;"HES02";2;2;72;"vibrations";3;"middle"
"A2I2S3U4DRA8ZV";99;"HES02";3;3;50;"reduction";2;"end"
"A84BZJ0HK981A";168;"HES02";5;3;89;"ingǸnierie";2;"end"
"ANFE3MX7DI3J6";85;"HES02";4;4;97;"analyse des donn��es comprim��s";4;"end"
"A3IRGLXO0OXSQG";80;"HES02";4;2;70;"fusǸe";3;"beginning"
"AJU7B06ZHGRQS";90;"HES02";3;2;45;"RǸservoir de fusǸe";2;"beginning"
"ANVBXC6AL9UZQ";120;"HES02";4;2;56;"These sur la mǸtrique";3;"beginning"
"A1J9MSHU4I80S5";857;"HES02";5;5;75;"RǸservoirs des fusǸe";4;"full"
